title,url,rating
Alien (1979),https://www.imdb.com/title/tt078748/,127
X-Men (2000),https://www.imdb.com/title/tt0120903/,127
"Incredibles, The (2004)",https://www.imdb.com/title/tt0317705/,126
Ghost (1990),https://www.imdb.com/title/tt099653/,126
Being John Malkovich (1999),https://www.imdb.com/title/tt0120601/,126
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",https://www.imdb.com/title/tt0211915/,125
Aliens (1986),https://www.imdb.com/title/tt090605/,125
Toy Story 2 (1999),https://www.imdb.com/title/tt0120363/,125
L.A. Confidential (1997),https://www.imdb.com/title/tt0119488/,125
Interview with the Vampire: The Vampire Chronicles (1994),https://www.imdb.com/title/tt0110148/,125
Sleepless in Seattle (1993),https://www.imdb.com/title/tt0108160/,125
Trainspotting (1996),https://www.imdb.com/title/tt0117951/,124
2001: A Space Odyssey (1968),https://www.imdb.com/title/tt062622/,123
There's Something About Mary (1998),https://www.imdb.com/title/tt0129387/,123
GoldenEye (1995),https://www.imdb.com/title/tt0113189/,122
Four Weddings and a Funeral (1994),https://www.imdb.com/title/tt0109831/,122
Finding Nemo (2003),https://www.imdb.com/title/tt0266543/,122
"Dark Knight, The (2008)",https://www.imdb.com/title/tt0468569/,121
"Clockwork Orange, A (1971)",https://www.imdb.com/title/tt066921/,121
Shakespeare in Love (1998),https://www.imdb.com/title/tt0138097/,121
Clueless (1995),https://www.imdb.com/title/tt0112697/,120
"Big Lebowski, The (1998)",https://www.imdb.com/title/tt0118715/,120
Rain Man (1988),https://www.imdb.com/title/tt095953/,119
"Fifth Element, The (1997)",https://www.imdb.com/title/tt0119116/,118
Taxi Driver (1976),https://www.imdb.com/title/tt075314/,118
"Breakfast Club, The (1985)",https://www.imdb.com/title/tt088847/,117
"Wizard of Oz, The (1939)",https://www.imdb.com/title/tt032138/,117
Casablanca (1942),https://www.imdb.com/title/tt034583/,117
Clear and Present Danger (1994),https://www.imdb.com/title/tt0109444/,115
Minority Report (2002),https://www.imdb.com/title/tt0181689/,115
"Beautiful Mind, A (2001)",https://www.imdb.com/title/tt0268978/,114
Star Trek: Generations (1994),https://www.imdb.com/title/tt0111280/,114
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",https://www.imdb.com/title/tt0190332/,114
Waterworld (1995),https://www.imdb.com/title/tt0114898/,113
Armageddon (1998),https://www.imdb.com/title/tt0120591/,113
Austin Powers: The Spy Who Shagged Me (1999),https://www.imdb.com/title/tt0145660/,112
Apocalypse Now (1979),https://www.imdb.com/title/tt078788/,112
Stand by Me (1986),https://www.imdb.com/title/tt092005/,112
Inception (2010),https://www.imdb.com/title/tt01375666/,111
American Pie (1999),https://www.imdb.com/title/tt0163651/,111
Kill Bill: Vol. 1 (2003),https://www.imdb.com/title/tt0266697/,111
Outbreak (1995),https://www.imdb.com/title/tt0114069/,110
"Firm, The (1993)",https://www.imdb.com/title/tt0106918/,110
Clerks (1994),https://www.imdb.com/title/tt0109445/,109
Jaws (1975),https://www.imdb.com/title/tt073195/,108
Who Framed Roger Rabbit? (1988),https://www.imdb.com/title/tt096438/,108
Natural Born Killers (1994),https://www.imdb.com/title/tt0110632/,107
American History X (1998),https://www.imdb.com/title/tt0120586/,107
Austin Powers: International Man of Mystery (1997),https://www.imdb.com/title/tt0118655/,107
Big (1988),https://www.imdb.com/title/tt094737/,107
Jumanji (1995),https://www.imdb.com/title/tt0113497/,107
Airplane! (1980),https://www.imdb.com/title/tt080339/,106
Jerry Maguire (1996),https://www.imdb.com/title/tt0116695/,106
Cliffhanger (1993),https://www.imdb.com/title/tt0106582/,106
Eternal Sunshine of the Spotless Mind (2004),https://www.imdb.com/title/tt0338013/,106
Office Space (1999),https://www.imdb.com/title/tt0151804/,106
Batman Begins (2005),https://www.imdb.com/title/tt0372784/,105
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),https://www.imdb.com/title/tt0241527/,105
"Bug's Life, A (1998)",https://www.imdb.com/title/tt0120623/,105
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),https://www.imdb.com/title/tt057012/,105
Total Recall (1990),https://www.imdb.com/title/tt0100802/,104
Heat (1995),https://www.imdb.com/title/tt0113277/,104
Full Metal Jacket (1987),https://www.imdb.com/title/tt093058/,104
Dead Man Walking (1995),https://www.imdb.com/title/tt0112818/,104
Beetlejuice (1988),https://www.imdb.com/title/tt094721/,104
Kill Bill: Vol. 2 (2004),https://www.imdb.com/title/tt0378194/,103
"Green Mile, The (1999)",https://www.imdb.com/title/tt0120689/,103
"Net, The (1995)",https://www.imdb.com/title/tt0113957/,102
"Shining, The (1980)",https://www.imdb.com/title/tt081505/,101
While You Were Sleeping (1995),https://www.imdb.com/title/tt0114924/,101
Leaving Las Vegas (1995),https://www.imdb.com/title/tt0113627/,101
"Bourne Identity, The (2002)",https://www.imdb.com/title/tt0258463/,100
Amadeus (1984),https://www.imdb.com/title/tt086879/,100
Catch Me If You Can (2002),https://www.imdb.com/title/tt0264464/,99
Almost Famous (2000),https://www.imdb.com/title/tt0181875/,99
Back to the Future Part II (1989),https://www.imdb.com/title/tt096874/,99
Life Is Beautiful (La Vita è bella) (1997),https://www.imdb.com/title/tt0118799/,99
Chicken Run (2000),https://www.imdb.com/title/tt0120630/,99
As Good as It Gets (1997),https://www.imdb.com/title/tt0119822/,99
Indiana Jones and the Temple of Doom (1984),https://www.imdb.com/title/tt087469/,98
"Hunt for Red October, The (1990)",https://www.imdb.com/title/tt099810/,97
Cast Away (2000),https://www.imdb.com/title/tt0162222/,96
"O Brother, Where Art Thou? (2000)",https://www.imdb.com/title/tt0190590/,96
Snatch (2000),https://www.imdb.com/title/tt0208092/,95
Demolition Man (1993),https://www.imdb.com/title/tt0106697/,95
Dead Poets Society (1989),https://www.imdb.com/title/tt097165/,95
Get Shorty (1995),https://www.imdb.com/title/tt0113161/,95
Happy Gilmore (1996),https://www.imdb.com/title/tt0116483/,94
Back to the Future Part III (1990),https://www.imdb.com/title/tt099088/,94
"Blues Brothers, The (1980)",https://www.imdb.com/title/tt080455/,94
Broken Arrow (1996),https://www.imdb.com/title/tt0115759/,93
"Birdcage, The (1996)",https://www.imdb.com/title/tt0115685/,93
Donnie Darko (2001),https://www.imdb.com/title/tt0246578/,93
Contact (1997),https://www.imdb.com/title/tt0118884/,92
Ace Ventura: When Nature Calls (1995),https://www.imdb.com/title/tt0112281/,92
Rear Window (1954),https://www.imdb.com/title/tt047396/,92
Monty Python's Life of Brian (1979),https://www.imdb.com/title/tt079470/,91
Dave (1993),https://www.imdb.com/title/tt0106673/,90
"Nightmare Before Christmas, The (1993)",https://www.imdb.com/title/tt0107688/,90
Quiz Show (1994),https://www.imdb.com/title/tt0110932/,90
Lethal Weapon (1987),https://www.imdb.com/title/tt093409/,90
Grease (1978),https://www.imdb.com/title/tt077631/,90
"Graduate, The (1967)",https://www.imdb.com/title/tt061722/,89
Edward Scissorhands (1990),https://www.imdb.com/title/tt099487/,89
"Fish Called Wanda, A (1988)",https://www.imdb.com/title/tt095159/,89
Casino (1995),https://www.imdb.com/title/tt0112641/,88
High Fidelity (2000),https://www.imdb.com/title/tt0146882/,88
What's Eating Gilbert Grape (1993),https://www.imdb.com/title/tt0108550/,88
Meet the Parents (2000),https://www.imdb.com/title/tt0212338/,88
Mr. Holland's Opus (1995),https://www.imdb.com/title/tt0113862/,87
When Harry Met Sally... (1989),https://www.imdb.com/title/tt098635/,87
North by Northwest (1959),https://www.imdb.com/title/tt053125/,87
"Blair Witch Project, The (1999)",https://www.imdb.com/title/tt0185937/,86
Philadelphia (1993),https://www.imdb.com/title/tt0107818/,86
Sense and Sensibility (1995),https://www.imdb.com/title/tt0114388/,86
Erin Brockovich (2000),https://www.imdb.com/title/tt0195685/,85
Lost in Translation (2003),https://www.imdb.com/title/tt0335266/,85
Citizen Kane (1941),https://www.imdb.com/title/tt033467/,85
Gattaca (1997),https://www.imdb.com/title/tt0119177/,84
Spider-Man 2 (2004),https://www.imdb.com/title/tt0316654/,84
"Departed, The (2006)",https://www.imdb.com/title/tt0407887/,84
Harry Potter and the Prisoner of Azkaban (2004),https://www.imdb.com/title/tt0304141/,84
Face/Off (1997),https://www.imdb.com/title/tt0119094/,83
"American President, The (1995)",https://www.imdb.com/title/tt0112346/,82
Star Wars: Episode II - Attack of the Clones (2002),https://www.imdb.com/title/tt0121765/,82
This Is Spinal Tap (1984),https://www.imdb.com/title/tt088258/,82
"Matrix Reloaded, The (2003)",https://www.imdb.com/title/tt0234215/,82
Star Trek: First Contact (1996),https://www.imdb.com/title/tt0117731/,82
Harry Potter and the Chamber of Secrets (2002),https://www.imdb.com/title/tt0295297/,81
Mission: Impossible II (2000),https://www.imdb.com/title/tt0120755/,81
Shrek 2 (2004),https://www.imdb.com/title/tt0298148/,81
X2: X-Men United (2003),https://www.imdb.com/title/tt0290334/,81
In the Line of Fire (1993),https://www.imdb.com/title/tt0107206/,80
"Sound of Music, The (1965)",https://www.imdb.com/title/tt059742/,80
Sin City (2005),https://www.imdb.com/title/tt0401792/,80
Crimson Tide (1995),https://www.imdb.com/title/tt0112740/,80
Mars Attacks! (1996),https://www.imdb.com/title/tt0116996/,80
Annie Hall (1977),https://www.imdb.com/title/tt075686/,80
Run Lola Run (Lola rennt) (1998),https://www.imdb.com/title/tt0130827/,80
To Kill a Mockingbird (1962),https://www.imdb.com/title/tt056592/,80
Dogma (1999),https://www.imdb.com/title/tt0120655/,79
Charlie's Angels (2000),https://www.imdb.com/title/tt0160127/,79
Election (1999),https://www.imdb.com/title/tt0126886/,79
"Mummy, The (1999)",https://www.imdb.com/title/tt0120616/,79
"Untouchables, The (1987)",https://www.imdb.com/title/tt094226/,78
"Little Mermaid, The (1989)",https://www.imdb.com/title/tt097757/,78
Ed Wood (1994),https://www.imdb.com/title/tt0109707/,78
Mary Poppins (1964),https://www.imdb.com/title/tt058331/,78
"Piano, The (1993)",https://www.imdb.com/title/tt0107822/,78
Psycho (1960),https://www.imdb.com/title/tt054215/,77
WALL·E (2008),https://www.imdb.com/title/tt0910970/,76
"Game, The (1997)",https://www.imdb.com/title/tt0119174/,76
"Honey, I Shrunk the Kids (1989)",https://www.imdb.com/title/tt097523/,76
Chinatown (1974),https://www.imdb.com/title/tt071315/,76
Little Miss Sunshine (2006),https://www.imdb.com/title/tt0449059/,76
My Cousin Vinny (1992),https://www.imdb.com/title/tt0104952/,76
"Few Good Men, A (1992)",https://www.imdb.com/title/tt0104257/,76
Ransom (1996),https://www.imdb.com/title/tt0117438/,76
Iron Man (2008),https://www.imdb.com/title/tt0371746/,75
Superman (1978),https://www.imdb.com/title/tt078346/,75
Butch Cassidy and the Sundance Kid (1969),https://www.imdb.com/title/tt064115/,75
"Christmas Story, A (1983)",https://www.imdb.com/title/tt085334/,75
Wallace & Gromit: The Wrong Trousers (1993),https://www.imdb.com/title/tt0108598/,75
"South Park: Bigger, Longer and Uncut (1999)",https://www.imdb.com/title/tt0158983/,75
"Lock, Stock & Two Smoking Barrels (1998)",https://www.imdb.com/title/tt0120735/,74
Wayne's World (1992),https://www.imdb.com/title/tt0105793/,74
12 Angry Men (1957),https://www.imdb.com/title/tt050083/,74
Young Frankenstein (1974),https://www.imdb.com/title/tt072431/,74
Top Gun (1986),https://www.imdb.com/title/tt092099/,74
"Bourne Supremacy, The (2004)",https://www.imdb.com/title/tt0372183/,74
"English Patient, The (1996)",https://www.imdb.com/title/tt0116209/,74
Traffic (2000),https://www.imdb.com/title/tt0181865/,73
Addams Family Values (1993),https://www.imdb.com/title/tt0106220/,73
V for Vendetta (2006),https://www.imdb.com/title/tt0434409/,73
Legends of the Fall (1994),https://www.imdb.com/title/tt0110322/,73
Scream (1996),https://www.imdb.com/title/tt0117571/,73
It's a Wonderful Life (1946),https://www.imdb.com/title/tt038650/,72
Juno (2007),https://www.imdb.com/title/tt0467406/,72
Starship Troopers (1997),https://www.imdb.com/title/tt0120201/,72
Star Trek II: The Wrath of Khan (1982),https://www.imdb.com/title/tt084726/,72
Phenomenon (1996),https://www.imdb.com/title/tt0117333/,72
Snow White and the Seven Dwarfs (1937),https://www.imdb.com/title/tt029583/,71
Maverick (1994),https://www.imdb.com/title/tt0110478/,71
Liar Liar (1997),https://www.imdb.com/title/tt0119528/,71
"Abyss, The (1989)",https://www.imdb.com/title/tt096754/,71
Bridget Jones's Diary (2001),https://www.imdb.com/title/tt0243155/,71
Raising Arizona (1987),https://www.imdb.com/title/tt093822/,70
"Wedding Singer, The (1998)",https://www.imdb.com/title/tt0120888/,70
Air Force One (1997),https://www.imdb.com/title/tt0118571/,70
True Romance (1993),https://www.imdb.com/title/tt0108399/,70
Shaun of the Dead (2004),https://www.imdb.com/title/tt0365748/,70
"Client, The (1994)",https://www.imdb.com/title/tt0109446/,70
"Santa Clause, The (1994)",https://www.imdb.com/title/tt0111070/,70
Judge Dredd (1995),https://www.imdb.com/title/tt0113492/,70
Requiem for a Dream (2000),https://www.imdb.com/title/tt0180093/,69
Vertigo (1958),https://www.imdb.com/title/tt052357/,69
"Royal Tenenbaums, The (2001)",https://www.imdb.com/title/tt0265666/,69
Eraser (1996),https://www.imdb.com/title/tt0116213/,69
Rocky (1976),https://www.imdb.com/title/tt075148/,69
City of God (Cidade de Deus) (2002),https://www.imdb.com/title/tt0317248/,69
"Nutty Professor, The (1996)",https://www.imdb.com/title/tt0117218/,68
Rushmore (1998),https://www.imdb.com/title/tt0128445/,68
Gone with the Wind (1939),https://www.imdb.com/title/tt031381/,68
Platoon (1986),https://www.imdb.com/title/tt091763/,68
Avatar (2009),https://www.imdb.com/title/tt0499549/,67
"Crow, The (1994)",https://www.imdb.com/title/tt0109506/,67
"Lost World: Jurassic Park, The (1997)",https://www.imdb.com/title/tt0119567/,67
Field of Dreams (1989),https://www.imdb.com/title/tt097351/,67
Enemy of the State (1998),https://www.imdb.com/title/tt0120660/,67
Naked Gun 33 1/3: The Final Insult (1994),https://www.imdb.com/title/tt0110622/,67
Pinocchio (1940),https://www.imdb.com/title/tt032910/,66
"Talented Mr. Ripley, The (1999)",https://www.imdb.com/title/tt0134119/,66
Die Hard 2 (1990),https://www.imdb.com/title/tt099423/,66
Sling Blade (1996),https://www.imdb.com/title/tt0117666/,66
Some Like It Hot (1959),https://www.imdb.com/title/tt053291/,66
"Patriot, The (2000)",https://www.imdb.com/title/tt0187393/,65
Chasing Amy (1997),https://www.imdb.com/title/tt0118842/,65
Star Trek IV: The Voyage Home (1986),https://www.imdb.com/title/tt092007/,65
Robin Hood: Men in Tights (1993),https://www.imdb.com/title/tt0107977/,65
Galaxy Quest (1999),https://www.imdb.com/title/tt0177789/,65
Romancing the Stone (1984),https://www.imdb.com/title/tt088011/,65
"Bridge on the River Kwai, The (1957)",https://www.imdb.com/title/tt050212/,65
Million Dollar Baby (2004),https://www.imdb.com/title/tt0405159/,65
Fantasia (1940),https://www.imdb.com/title/tt032455/,64
Batman Returns (1992),https://www.imdb.com/title/tt0103776/,64
Notting Hill (1999),https://www.imdb.com/title/tt0125439/,64
"Exorcist, The (1973)",https://www.imdb.com/title/tt070047/,64
Pleasantville (1998),https://www.imdb.com/title/tt0120789/,64
"Full Monty, The (1997)",https://www.imdb.com/title/tt0119164/,64
Singin' in the Rain (1952),https://www.imdb.com/title/tt045152/,64
Grosse Pointe Blank (1997),https://www.imdb.com/title/tt0119229/,64
Desperado (1995),https://www.imdb.com/title/tt0112851/,63
"Rocky Horror Picture Show, The (1975)",https://www.imdb.com/title/tt073629/,63
Congo (1995),https://www.imdb.com/title/tt0112715/,63
City Slickers II: The Legend of Curly's Gold (1994),https://www.imdb.com/title/tt0109439/,63
"Sting, The (1973)",https://www.imdb.com/title/tt070735/,63
Ice Age (2002),https://www.imdb.com/title/tt0268380/,63
Spirited Away (Sen to Chihiro no kamikakushi) (2001),https://www.imdb.com/title/tt0245429/,63
Eyes Wide Shut (1999),https://www.imdb.com/title/tt0120663/,63
Close Encounters of the Third Kind (1977),https://www.imdb.com/title/tt075860/,62
Star Wars: Episode III - Revenge of the Sith (2005),https://www.imdb.com/title/tt0121766/,62
Like Water for Chocolate (Como agua para chocolate) (1992),https://www.imdb.com/title/tt0103994/,62
Boogie Nights (1997),https://www.imdb.com/title/tt0118749/,62
Wallace & Gromit: A Close Shave (1995),https://www.imdb.com/title/tt0112691/,62
Blazing Saddles (1974),https://www.imdb.com/title/tt071230/,62
Dragonheart (1996),https://www.imdb.com/title/tt0116136/,62
Arachnophobia (1990),https://www.imdb.com/title/tt099052/,62
Brazil (1985),https://www.imdb.com/title/tt088846/,62
Unbreakable (2000),https://www.imdb.com/title/tt0217869/,62
"Maltese Falcon, The (1941)",https://www.imdb.com/title/tt033870/,62
Heathers (1989),https://www.imdb.com/title/tt097493/,61
"Truth About Cats & Dogs, The (1996)",https://www.imdb.com/title/tt0117979/,61
Executive Decision (1996),https://www.imdb.com/title/tt0116253/,61
Casino Royale (2006),https://www.imdb.com/title/tt0381061/,61
Hoop Dreams (1994),https://www.imdb.com/title/tt0110057/,61
Up (2009),https://www.imdb.com/title/tt01049413/,61
Pocahontas (1995),https://www.imdb.com/title/tt0114148/,61
"Bourne Ultimatum, The (2007)",https://www.imdb.com/title/tt0440963/,61
"Pianist, The (2002)",https://www.imdb.com/title/tt0253474/,61
The Devil's Advocate (1997),https://www.imdb.com/title/tt0118971/,60
You've Got Mail (1998),https://www.imdb.com/title/tt0128853/,60
Crocodile Dundee (1986),https://www.imdb.com/title/tt090555/,60
French Kiss (1995),https://www.imdb.com/title/tt0113117/,60
Much Ado About Nothing (1993),https://www.imdb.com/title/tt0107616/,60
Kingpin (1996),https://www.imdb.com/title/tt0116778/,60
Inglourious Basterds (2009),https://www.imdb.com/title/tt0361748/,59
Hot Shots! Part Deux (1993),https://www.imdb.com/title/tt0107144/,59
300 (2007),https://www.imdb.com/title/tt0416449/,59
Grumpier Old Men (1995),https://www.imdb.com/title/tt0113228/,59
"Cable Guy, The (1996)",https://www.imdb.com/title/tt0115798/,59
Harry Potter and the Goblet of Fire (2005),https://www.imdb.com/title/tt0330373/,59
Ratatouille (2007),https://www.imdb.com/title/tt0382932/,59
Pirates of the Caribbean: Dead Man's Chest (2006),https://www.imdb.com/title/tt0383574/,59
Best in Show (2000),https://www.imdb.com/title/tt0218839/,59
M*A*S*H (a.k.a. MASH) (1970),https://www.imdb.com/title/tt066026/,59
Animal House (1978),https://www.imdb.com/title/tt077975/,59
Con Air (1997),https://www.imdb.com/title/tt0118880/,59
Wag the Dog (1997),https://www.imdb.com/title/tt0120885/,59
William Shakespeare's Romeo + Juliet (1996),https://www.imdb.com/title/tt0117509/,58
Garden State (2004),https://www.imdb.com/title/tt0333766/,58
Blade (1998),https://www.imdb.com/title/tt0120611/,58
Casper (1995),https://www.imdb.com/title/tt0112642/,58
RoboCop (1987),https://www.imdb.com/title/tt093870/,58
Spaceballs (1987),https://www.imdb.com/title/tt094012/,58
Bowling for Columbine (2002),https://www.imdb.com/title/tt0310793/,58
Glory (1989),https://www.imdb.com/title/tt097441/,58
Tombstone (1993),https://www.imdb.com/title/tt0108358/,57
Magnolia (1999),https://www.imdb.com/title/tt0175880/,57
Jackie Brown (1997),https://www.imdb.com/title/tt0119396/,57
Unforgiven (1992),https://www.imdb.com/title/tt0105695/,57
"League of Their Own, A (1992)",https://www.imdb.com/title/tt0104694/,57
"I, Robot (2004)",https://www.imdb.com/title/tt0343818/,57
Beverly Hills Cop III (1994),https://www.imdb.com/title/tt0109254/,57
Lethal Weapon 2 (1989),https://www.imdb.com/title/tt097733/,57
10 Things I Hate About You (1999),https://www.imdb.com/title/tt0147800/,57
Planet of the Apes (1968),https://www.imdb.com/title/tt063442/,57
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",https://www.imdb.com/title/tt060196/,57
Basic Instinct (1992),https://www.imdb.com/title/tt0103772/,56
Gone in 60 Seconds (2000),https://www.imdb.com/title/tt0187078/,56
Father of the Bride Part II (1995),https://www.imdb.com/title/tt0113041/,56
Witness (1985),https://www.imdb.com/title/tt090329/,56
Muriel's Wedding (1994),https://www.imdb.com/title/tt0110598/,56
Bonnie and Clyde (1967),https://www.imdb.com/title/tt061418/,56
Species (1995),https://www.imdb.com/title/tt0114508/,55
Alien³ (a.k.a. Alien 3) (1992),https://www.imdb.com/title/tt0103644/,55
"Mask of Zorro, The (1998)",https://www.imdb.com/title/tt0120746/,55
Cinderella (1950),https://www.imdb.com/title/tt042332/,55
Moulin Rouge (2001),https://www.imdb.com/title/tt0203009/,55
Big Fish (2003),https://www.imdb.com/title/tt0319061/,55
Love Actually (2003),https://www.imdb.com/title/tt0314331/,55
A.I. Artificial Intelligence (2001),https://www.imdb.com/title/tt0212720/,55
"Italian Job, The (2003)",https://www.imdb.com/title/tt0317740/,55
Coneheads (1993),https://www.imdb.com/title/tt0106598/,55
"Matrix Revolutions, The (2003)",https://www.imdb.com/title/tt0242653/,54
Seven Samurai (Shichinin no samurai) (1954),https://www.imdb.com/title/tt047478/,54
Star Trek III: The Search for Spock (1984),https://www.imdb.com/title/tt088170/,54
Manhattan (1979),https://www.imdb.com/title/tt079522/,54
Caddyshack (1980),https://www.imdb.com/title/tt080487/,54
Signs (2002),https://www.imdb.com/title/tt0286106/,54
Miss Congeniality (2000),https://www.imdb.com/title/tt0212346/,53
Sabrina (1995),https://www.imdb.com/title/tt0114319/,53
Goldfinger (1964),https://www.imdb.com/title/tt058150/,53
Last Action Hero (1993),https://www.imdb.com/title/tt0107362/,53
"Perfect Storm, The (2000)",https://www.imdb.com/title/tt0177971/,53
Dirty Dancing (1987),https://www.imdb.com/title/tt092890/,53
James and the Giant Peach (1996),https://www.imdb.com/title/tt0116683/,53
Antz (1998),https://www.imdb.com/title/tt0120587/,53
Predator (1987),https://www.imdb.com/title/tt093773/,53
District 9 (2009),https://www.imdb.com/title/tt01136608/,53
"Good Morning, Vietnam (1987)",https://www.imdb.com/title/tt093105/,53
Sleepy Hollow (1999),https://www.imdb.com/title/tt0162661/,52
Slumdog Millionaire (2008),https://www.imdb.com/title/tt01010048/,52
About a Boy (2002),https://www.imdb.com/title/tt0276751/,52
My Best Friend's Wedding (1997),https://www.imdb.com/title/tt0119738/,52
